W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W, , , , , , , , ,TD, , , , , , ,H, , ,H, , ,H, , , , , ,p, , , , , , , , , , , , , ,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,W,W
W,W, , , , , , , , ,p, , , , , , , ,H, ,H, ,H, , , , , , ,p, , , , , , , , , , , , , ,p, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,p, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,W,W
W,W, , , , , , , , ,p, , , , ,H, , ,k,H,H,H, , , ,H, , , ,p, , , , , , , , , , , , , ,p,TR,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p, , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H, , , , , , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H, , , , , , , , ,W,W
W,W, , , , , , , , ,p, , , , , ,H, ,H,H,H,H,H, ,H, , , , ,p, , , , , , , , , , , , ,TD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H, , , , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C, , , , , , ,W,W
W,W, , , , , , , , ,p, , , , ,H,H,H,H,H,H,H,H,H,H,H, , , ,p, , , , , , , , , , , , ,p, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H, , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H, , , , , , ,W,W
W,W, , , , , , , , ,p, , , , , ,H, ,H,H,H,H,H, ,H, , , , ,p, , , , , , , , , , , , ,p, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H, , , , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H, , , , , , , ,W,W
W,W, , , , , , , , ,p, , , , ,H, , , ,H,H,H, , , ,H, , , ,p, , , , , , , , , , , , ,p, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H, , , , , , , , , , , ,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H, , , , , , , , ,W,W
W,W, , , , , , , , ,p, , , , , , , ,H, ,H, ,H, , , , , , ,p, , , , , , , , , , , , ,p, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,W,W
W,W, , , , , , , , ,p, , , , , , ,H, , ,H, , ,H, , , , , ,p, , , , , , , , , , , , ,p, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,TR,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,W,W
